10405	7
10406	13
10411	7
10412	1
10417	2
10420	21
10421	4
10423	2
10425	6
10429	49
10430	35
10431	3
10434	35
10436	16
10437	9
10439	67
10440	4
10441	8
10442	9
10444	2
10445	14
10446	10
10448	1
10451	5
10452	1
10453	11
10455	103
10457	20
10461	14
10463	1
10464	16
10466	4
10469	11
10474	44
10475	8
10476	2
10479	36
10480	10
10481	381
10487	2
10488	3
10489	2
10490	2
10493	10
10494	2
10497	12
10499	4
10507	435
10508	1
10510	1
10511	8
10517	4
10524	1
10525	8
10531	7
10532	1
10538	4
10544	1
10545	1
10546	6
10547	1
10551	1
10554	2
10558	2
10560	9
10561	22
10564	14
10566	1
10569	1
10570	1
10578	9
10580	1
10583	4
10584	14
10586	11
10587	11
10592	31
10594	13
10595	2
10596	11
10598	8
10599	12
106	10
10602	2
10604	1
10607	13
10615	28
10616	8
10617	162
10620	3551
10625	11
10627	3
10628	4
10631	1
10632	2
10633	2
10634	1
10636	2
10647	2
10653	5
10655	18
10659	2
10660	9
10661	1
10662	35
10666	8
10668	6
10670	5
10671	4
10674	16
10676	4
10678	3
10685	2
10688	1
10689	9
10690	8
10692	11
10694	4
10695	45
10696	1
10697	15
10700	1
10701	1
10702	2
10703	2
10704	31
10706	13
10708	26
10713	1
10715	9
10717	6
10718	4
10721	1
10723	3
10725	4
10727	2
10732	9
10733	48
10736	2
10745	2
10746	3
10747	1
1075	1
10753	310
10754	6
10755	1
10764	1
10765	4
10770	4
10771	2
10772	1
10774	21
10778	12
10780	14
10782	15
10784	1
10786	1
10788	6
10790	1
10794	119
10796	709
10798	70
10801	17
10803	1
10806	11
10808	6
10809	1
10812	2
10813	17
10818	4
10819	2
10821	15
10823	10
10834	275
10835	168
10837	27
10838	44
10843	7
10844	4
10846	16
10847	1
10848	5
10849	44
10855	1
10857	23
10858	1
10859	46
10865	3
10867	3
10868	1
10879	48
10880	2
10881	6
10882	31
10883	2
10884	6
10886	12
10890	4
10891	4
10893	3
10896	6
10897	3
109	77
10903	2
10906	3
10908	4
10909	1
10910	20
10912	31
10913	30
10914	1
10915	1
10916	1
10919	1
10921	5
10922	1
10925	1
10926	3
10929	47
10930	8
10931	2
10932	2
10933	16
10934	7
10935	1
10936	1
10937	2
10938	3
10939	1
10940	6
10943	1
10944	5
10946	1
10947	5
10949	1
10950	1
10951	1
10952	1
10953	2
10954	22
10955	5
10958	12
10959	2
10961	1
10962	2
10964	4
10965	17
10966	8
10967	18
10968	22
10969	4
10970	2
10971	11
10972	1
10973	3
10974	1
10975	29
10978	1
10979	3
10980	12
10981	1
10982	7
10984	6
10985	2
10986	145
10987	1
10988	1
10990	3
10991	20
10993	23
10995	6
10996	5
10997	1
10998	14
11003	104
11005	4
11008	6
11009	1
1101	13
11011	2
11012	3
11013	10
11014	175
11015	2
11016	1
11017	5
11018	1
11019	13
1102	3
11021	3
11022	8
11023	17
11025	18
11029	6
1103	94
11030	9
11031	11
11032	28
11035	1
11036	12
11037	1
11038	8
11039	3
1104	10
11043	1
11044	2
11045	20
11046	10
11047	11
11049	1
11050	27
11051	6
11052	7
11054	46
11056	1
11057	5
11059	1
11061	2
11062	50
11066	12
11067	17
11068	1
11069	10
11070	16
11071	10
11072	2
11073	1
11074	8
11075	2
11076	1
11077	3
11078	6
11080	6
11081	66
11084	7
11085	1
11086	20
11088	1
11089	1
1109	1
11090	9
11091	1
11092	1
11093	1
11094	2
11096	420
11097	5
111	20
1110	1
11101	5
11102	15
11105	18
11106	4
11109	17
1111	1
11114	7
11115	6
11116	14
11117	1
11118	1
1112	1
11120	1
11123	62
11126	1
11127	17
11128	2
1113	1
11131	2
11132	1
11133	35
11134	1
11135	11
11136	9
11138	52
11139	480
1114	1
11140	1
11141	1
11142	4
11143	3
11144	7
1115	1
11152	1
11154	4
11155	9
11157	1
11158	4
11159	7
11160	2
11161	1
11162	1
11163	1
11164	6
11165	1
11166	4
11167	14
11168	23
11169	5
1117	1
11170	5
11171	8
11172	922
11174	3
11176	3
11177	2
11178	3
11179	62
11180	3
11181	2
11183	2
11184	7
11187	1
11188	65
11189	7
11190	2
11191	38
11192	3
11193	11
11194	5
11195	3
11196	1
11197	1
11199	10
112	2
1120	3
11200	2
11203	9
11204	2
11205	3
11207	6
11208	1
11211	2
11212	2
11213	2
11214	1
11215	169
11217	1
11218	1
11219	1
11221	13
11222	5
11223	2
11224	7
11227	1
11228	9
11230	2
11231	34
11232	221
11233	2
11234	1
11235	2
11236	2
11237	6
11238	4
11239	2
1124	3
11240	30
11241	6
11242	4
11243	1
11244	1
11245	12
11246	2
11247	11
11248	2
1125	1
11250	10
11251	53
11252	7
11253	1
11255	13
11257	1
11259	5
1126	5
11260	54
11261	4
11262	1
11264	4
11267	1
11268	5
11269	21
11271	54
11272	140
11273	7
11274	14
11275	2
11276	1
11277	2
11278	8
11279	13
1128	3
11280	14
11282	17
11283	35
11284	2
11285	1
11286	27
11287	11
11288	4
11289	1
11290	50
11293	28
11296	1
11297	3
11298	2
112992500	2
11300	34
11301	1
11302	10
11303	64
11304	1
11307	9
11308	1
11309	8
11312	4
11313	47
11315	52
11316	7
11317	3
11318	1
11319	2
1132	2
11320	24
11322	1
11323	20
11324	4
11325	1
11326	10
11327	3
11328	3
11329	6
1133	2
11331	1
11332	1
11333	2
11334	6
11336	7
11337	1
11338	149
11339	1
1134	25
11340	108
11342	33
11345	1
11347	2
11348	2
11349	4
11351	171
11352	7
11353	1
11354	2
11355	3
11357	2
11358	1
11359	5
1136	431
11360	4
11361	1
11362	2
11363	18
11365	4
11370	1
11372	3
11374	4
11375	3
11376	1
11377	20
11378	1
11379	5
11381	3
11382	4
11383	9
11385	1
11386	3
11387	1
11389	1
11392	4
11393	1
11394	3
11395	1
11396	6
11397	5
11398	64
11399	6
1140	3
11402	18
11403	31
11404	79
11406	4
11408	6
11409	6
11410	2
11413	1
11414	16
11417	1
11419	3
1142	6
11420	5
11425	1
11426	152
11427	219
11428	5
11429	5
11430	2
11432	112
11433	8
11435	5
11436	1
11437	8
11438	1
11439	3
11440	1
11441	1
11442	4
11446	5
11449	2
1145	1
11452	8
11455	5
11458	1
11459	1
1146	1
11460	2
11463	1
11465	1
11466	1
11468	5
1147	1
11470	7
11471	1
11472	2
11473	3
11475	5
11476	1
11477	1
11478	9
11479	2
11480	2
11482	2
11483	5
11486	74
11487	7
11488	32
11489	38
11490	1
11491	10
11492	1627
11493	3
11494	1
11495	8
11496	5
11498	1
11499	5
11501	1
11505	2
11509	17
11510	1
11511	1
11512	8
11514	6
11516	85
11517	12
11519	5
11520	52
11521	14
11522	3
11523	5
11524	8
11525	5
11527	2
11528	13
11529	2
11530	53
11531	1
11534	1
11535	17
11536	6
11537	15
11539	7
11540	5
11542	1
11544	3
11546	1
11548	2
11550	18
11552	1
11553	1
11555	1
11556	50
11557	10
11558	4
11559	10
11560	16
11561	2
11562	91
11563	6
11566	1
11568	4
11570	9
11571	1
11572	6
11574	1
11575	2
11576	1
11577	2
11579	1
11580	3
11581	77
11582	2
11583	1
11584	3
11586	1
11588	7
11589	3
11590	34
11591	5
11593	1
11594	5
11595	3
11596	8
11597	17
11598	14
116	25
11600	3
11601	2
11602	6
11603	2
11604	8
11605	1
11606	4
11607	1
11608	44
11609	11
1161	3
11610	4
11611	1
11613	1
11616	3
11618	11
11619	1
11620	12
11621	2
11623	5
11624	9
11625	1
11626	1
11627	1
11628	2
11629	1
11632	1
11633	2
11636	1
11637	4
11638	1
11639	1
11641	14
11643	11
11644	2
11647	36
11648	25
11649	1
11650	5
11651	2
11652	1
11653	23
11656	7
11657	1
11659	12
11662	1
11663	19
11664	790
11666	3
11667	11
11668	3
11669	8
11672	32
11675	1
11676	20
11678	1
11679	2
11680	11
11681	4
11685	1
11686	33
11687	4
11688	1
11690	5
11691	6
11692	1
11693	74
11694	3
11696	160
11698	4
11699	5
11700	11
11702	2
11703	1
11706	4
11708	6
11709	1
11710	2
11711	8
11712	11
11713	2
11714	30
11716	8
11719	6
11720	2
11721	2
11722	11
11724	3
11726	1
11727	7
11728	19
11729	1
11730	2
11731	2
11732	2
11733	3
11734	19
11736	13
11737	2
11738	1
11740	7
11741	7
11742	1
11743	4
11744	2
11745	2
11746	4
11750	245
11751	6
11753	2
11756	1
11757	36
11758	14
11759	1
11760	2
11763	18
11765	2
11766	11
11767	6
11768	1
11769	57
11770	2
11772	1
11773	7
11774	31
11776	158
11777	2
11779	1
11780	1
11781	1
11782	2
11783	1
11784	1
11787	6
11790	5
11791	2
11793	1
11794	1
11795	32
11796	26
11798	37
11802	14
11803	2
11804	3
11805	2
11806	3
11807	4
11808	1
11809	8
11810	1
11811	2
11813	1
11814	60
11815	8
11816	110
11817	10
11819	1
11820	1
11823	2
11825	1
11826	5
11827	7
11829	3
11830	2333
11831	60
11833	8
11834	6
11835	35
11838	1
11841	11
11842	3
11843	1
11844	13
11845	38
11847	19
11850	1
11851	1
11852	8
11853	9
11854	4
11855	22
11856	10
11857	35
11858	1
11859	1
11860	1
11862	6
11863	1
11865	2
11866	1
11868	1
11870	10
11872	28
11874	1
11875	2
11876	1
11877	1
11878	21
11879	5
11880	3
11881	2
11882	6
11883	1
11884	1
11888	90
11889	18
11890	2
11892	45
11893	5
11895	2
11896	4
11897	5
11899	1
11900	1
11901	2
11903	1
11904	25
11910	1
11911	50
11913	2
11915	97
11916	2
11919	7
11920	1
11921	62
11922	3
11924	47
11925	1
11926	1
11927	7
11928	6
11932	1
11933	2
11934	2
11935	1
11937	1
11939	10
11940	3
11941	24
11942	10
11944	3
11945	1
11946	3
11947	6
11948	2
11949	1
11951	41
11954	2
11955	35
11956	1
11957	2
11958	2
11959	1
11960	1
11961	4
11962	2
11963	4
11964	2
11966	11
11967	1
11969	4
1197	2
11970	1
11971	7
11972	1
11973	1
11975	7
11976	256
11978	2
11979	46
11980	3
11981	4
11982	1
11985	8
11986	47
11988	1
11990	1
11992	50
11993	15
11994	17
11995	2
11996	2
11998	13
11999	2
12	10
120	2
1200	4
12000	3
12001	10
12002	1
12004	2
12005	5
12006	14
12007	57
12008	102
12009	3
1201	17
12010	3
12012	3
12013	11
12016	2
12017	1
12018	9
12019	58
1202	54
12020	1
12021	17
12022	4
12024	1
12025	147
12028	3
12031	1
12033	6
12035	61
12036	5
12037	8
12039	2
1204	5
12041	216
12042	77
12043	1
12044	11
12046	5
12047	5
12048	1
1205	3
12050	19
12051	2
12052	28
12053	1
12054	10
12055	2
12056	37
12057	3
12058	1
12059	2
1206	3
12060	1
12061	1
12062	2
12063	1
12065	2
12066	188
12068	5
12069	1
1207	4
12070	1
12071	1
12072	1
12073	2
12075	14
12076	1
12077	1
12079	8
1208	2
12081	1
12082	5
12083	825
12084	2
12085	2
12086	107
12087	17
12088	1
12089	6
12090	28
12091	9
12092	4
12093	2
12095	2
12096	2
12097	26
12098	5
12099	2
121	5
12102	1
12103	1
12104	8
12105	1
12107	1
12108	1
12109	3
12110	4
12111	5
12112	9
12113	3
12115	3
12116	3
12118	5
12119	20
12120	2
12121	2
12122	12
12123	2
12125	2
12126	2
12127	64
12128	5
12129	58
1213	15
12130	16
12132	6
12133	6
12134	2
12135	1
12136	1
12137	1
12138	1
12140	25
12141	1
12142	2
12143	20
12144	2
12145	4
12147	9
12148	4
1215	1
12150	36
12151	1
12152	4
12153	6
12154	6
12155	1
12157	2
12158	1
12159	2
1216	1
12161	4
12162	1
12163	2
12165	8
12166	8
12169	39
1217	9
12171	9
12172	3
12173	6
12175	53
12176	3
12177	12
12178	7
12179	76
12180	50
12181	18
12182	55
12184	8
12185	3
12187	12
12188	35
12189	3
1219	1
12190	12
12191	3
12195	45
12196	5
122	9
12202	1
12203	2
12204	3
12205	2
12206	2
12208	112
12209	1
1221	558
12210	1
12211	1
12212	28
12214	7
12216	1
12217	38
12218	3
12219	1
1222	2
12220	7
12221	9
12222	45
12223	4
12226	14
12227	4
12228	3
12229	5
12231	11
12232	1
12233	1
12234	34
12235	3
12236	4
12237	1
12238	1
12239	2
1224	3
12240	2
12241	5
12243	2
12244	3
12245	3
12246	2
12247	9
12250	2
12251	16
12252	204
12253	9
12254	1
12256	1
12257	180
12258	28
12259	2
1226	27
12260	5
12261	16
12263	1
12265	1
12266	8
12268	21
12269	4
12271	181
12272	4
12273	3
12274	13
12275	4
12276	1
12278	1
12279	1
12281	6
12282	5
12283	1
12285	30
12286	1
12287	2
12288	1
12289	1
12290	1
12291	14
12292	2
12294	2
12296	9
12297	110
12298	3
12301	130
12302	172
12303	4
12305	3
12306	11
12307	1
12309	1
12310	40
12311	1
12312	32
12314	1
12315	5
12316	5
12318	1
12319	1
12321	4
12322	24
12323	1
12324	5
12325	10
12326	1
12327	4
12328	3
12329	8
12330	2
12331	1
12332	31
12333	4
12334	33
12335	3
12337	27
12338	13
1234	6
12340	1
12341	1
12342	1
12344	1
12345	2
12346	10
12347	1
12348	9
12350	23
12353	34
12355	11
12356	1
12357	311
1236	6
12360	18
12361	12
12362	1
12363	3
12365	2
1237	170
12371	2
12372	3
12373	1
12374	7
12376	1
12379	1
12380	4
12381	11
12384	2
12386	8
12387	3
12388	1
12389	1910
1239	179
12390	15
12392	112
12395	1
12397	5
12399	2
12400	122
12401	2
12404	1
12405	1
12406	18
12408	1
12409	1
1241	74
12413	1
12414	10
12415	1
12417	1
12418	191
12422	4
12423	1
12426	2
12427	1
12428	4
12429	13
12430	41
12431	3
12433	2
12436	4
12437	1
12438	5
12439	8
12440	15
12441	1
12442	3
12443	2
12444	14
12445	6
12446	2
12447	2
12450	1
12453	6
12455	84
12456	1
12459	2
1246	111
12460	10
12463	1
12464	3
12465	1
12466	3
12468	2
12470	2
12472	1
12477	2
12478	1
12479	1836
1248	11
12480	12
12481	3
12483	11
12484	2
12486	6
12488	5
1249	11
12491	120
12494	11
12496	4
12498	2
12499	1
125	50
12500	3
12501	5
12502	4
12505	1
12506	7
12507	2
12508	2
12509	2
1251	78
12510	16
12511	8
12512	3
12513	19
12515	1
12516	3
12517	5
12519	4
1252	11
12521	4
12523	1
12524	1
12525	4
12527	1
12529	3
12530	24
12531	3
12533	2
12536	5
12539	8
1254	4
12540	6
12541	40
12543	3
12545	3
12546	1
12548	1
12551	14
12552	357
12553	1
12555	2
12556	4
12557	4
12559	1
1256	8
12561	3
12564	37
12565	5
12566	25
12567	2
12569	1
1257	378
12570	11
12571	1
12572	1
12574	1
12576	51
12577	4
12578	18
12579	1
1258	1
12580	4
12581	11
12582	25
12583	1
12586	124
12587	1
12589	1
12590	3
12591	3
12592	2
12593	3
12594	5
12597	29
12598	1
12599	12
12601	11
12605	6
12607	8
12608	1
1261	15
12610	1
12611	12
12613	1
12615	70
12616	8
12617	21
12618	14
12619	1
12620	7
12621	3
12622	12
12625	1
12626	32
12628	2
12629	4
12630	3
12632	4
12635	1
12637	27
12638	12
12639	3
12642	1
12643	4
12644	6
12645	6
12646	8
12647	1
12648	1
12649	4
12650	1
12651	2
12653	12
12654	42
12657	2
12658	9
12659	1
12660	5
12662	1
12663	159
12664	1
12665	1
12666	1
12668	10
12669	1
1267	137
12670	90
12672	5
12675	2
12676	23
12678	12
12679	7
12680	4
12683	9
12684	110
12685	2
12686	3
12687	4
12688	17
12690	6
12693	18
12695	196
12696	39
12697	1
127	22
12700	6
12701	43
12703	55
12706	1
12707	1
12708	7
12709	127
12713	9
12714	194
12715	44
12716	32
12722	15
12724	1
12726	2
12727	9
12729	1
1273	278
12730	5
12731	5
12732	4
12734	4
12735	370
12736	4
12737	17
12739	5
12740	2
12741	84
12743	2
12748	3
12750	1
12751	1
12753	3
12754	98
12756	1
12757	4
12759	5
12762	3
12763	3
12764	44
12765	10
12766	4
12767	12
12768	102
1277	4
12770	2
12772	265
12773	3
12774	2
12775	7
12776	2
12777	2
12778	2
12779	16
12782	9
12783	1
12785	1
12786	1
12788	2
12789	15
12790	3
12792	8
12793	9
12794	4
12795	2
12796	3
12797	5
12798	30
1280	22
12802	1
12803	1
12804	5
12807	5
12808	2
12809	1
12810	11
12812	5
12813	1
12815	1
12816	10
12817	1
12818	2
12819	7
12820	2
12822	2
12823	1
12824	10
12826	6
12827	13
12828	1
12829	104
12830	2
12831	8
12833	1
12834	1
12835	7
12836	2
12837	1
12839	2
12840	7
12841	1
12842	15
12843	59
12845938	1
12846	7
12847	5
12849	246
12850	17
12853	2
12859	33
1286	14
12861	5
1287	2
12870	3
12871	12
12872	3
12873	1
12874	110
12876	12
12877	1
12878	9
12879	1
12880	227
12883	11
12884	1
12886	16
12888	13
1289	5
12891	5
12895	1
12897	11
12898	1
1290	27
12902	2
12903	10
12905	10
12906	1
12907	1
12908	3
12910	15
12912	9
12915	3
12917	1
12921	1
12922	1
12923	2
12924	11
12925	3
12926	5
12928	1
12929	7
1293	2
12930	2
12931	5
12935	6
12938	1
12939	1
1294	39
12941	6
12942	4
12945	2
12946	23
12952	5
12954	5
12956	89
12958	29
12961	2
12962	1
12963	12
12964	2
12965	1
12966	1
12969	14
12971	2
12975	127
12976	5
12978	207
12979	4
12980	39
12982	2
12984	1
12985	1
12986	2
12988	2
12989	123
1299	179
12990	18
12991	3
12992	1
12993	15
12996	14
12997	33
12998	4
12999	2
13	7
13000	21
13001	2
13002	6
13003	2
13004	3
13005	2
13006	4
13009	18
1301	35
13010	1
13011	1
13012	2
13016	3
13018	6
13021	1
13022	3
13023	2
13026	2
13027	1
13029	1
1303	5
13030	86
13031	1
13032	3
13034	2
13035	4
13036	14
13037	25
13038	9
13039	7
13040	1
13041	9
13042	1
13043	9
13045	9
13046	14
13053	2
13054	3
13055	20
13056	4
13059	2
13060	1
13063	1
13064	2
13065	3
13068	1
13069	2
1307	2
13070	2
13073	5
13074	8
13075	2
13077	3
13078	1
13079	1
13082	5
13085	1
13089	1
13091	9
13092	7
13093	2
13094	8
13095	1
13097	13
13099	4
131	5
13101	14
13102	2
13103	6
13105	22
13106	2
13107	1
131078	1
131088	1
131089	6
131090	413
131091	1
1311	6
13110	23
131107	1
131112	1
131125	1
131126	3
131127	10
131128	1
13113	5
131130	3
131131	1
13114	2
131142	19
131143	15
131144	4
131148	4
131149	12
13115	3
131150	7
131155	1
131158	1
131159	1
13116	1
131160	6
131162	1
131168	2
131169	8
13117	3
131170	1
131171	3
131174	1
131177	4
131178	130
131179	1
13118	48
131180	1
131181	3
131182	3
131184	1
131188	8
131189	2
13119	3
131194	2
131196	1
131198	2
1312	6
13120	2
131204	1
131207	46
13121	7
131210	17
131214	4
131215	30
131217	1
131218	1
13122	28
131220	2
131221	2
131222	112
131224	2
131225	1
131226	1
131227	3
131230	1
131232	5
131234	1
131235	17
131236	2
131237	1
131239	4
13124	260
131242	1
131244	2
131245	1
131246	1
131247	14
131249	2
131251	1
131253	1
131254	1
131255	3
131256	4
131257	1
131258	1
131259	16
13126	16
131262	10
131263	2
131265	8
131267	29
131268	2
131269	57
13127	24
131270	15
131271	3
131272	8
131274	8
131276	4
131279	4
13128	14
131280	2
131281	1
131282	1
131283	4
131284	25
131285	1
131286	1
131290	1
131291	3
131292	1
131293	267
131294	1
131295	1
131296	2
131297	5
131299	1
1313	9
13130	1
131302	2
131303	10
131306	1
131309	1
131310	19
131312	1
131314	1
131315	1
131316	2
131317	3
131318	1
13132	5
131321	2
131322	23
131323	1
131324	10
131325	11
131331	15
131337	4
13134	1
131341	6
131342	5
131343	5
131344	1
131345	2
131347	2
131348	5
131349	6
13135	8
131351	3
131352	1
131353	11
131354	1
131355	1
131357	4
131358	5
13136	2
131360	2
131361	1
131362	3
131363	4
131364	1
131365	3
131366	18
131367	8
131368	5
131369	1
13137	1
131371	4
131372	1
131373	5
131375	2
131377	1
131378	4
131379	1
13138	8
131380	5
131381	1
131383	7
131385	1
131386	2
131387	3
131388	23
131389	2
131390	5
131391	5
131392	11
131393	1
131394	5
131395	4
131396	2
131397	1
131398	4
131399	1
131401	1
131402	5
131403	1
131404	1
131405	3
131407	1
131408	3
131409	5
131410	2
131411	4
131412	4
131413	5
131414	3
131415	1
131417	1
131418	8
131419	4
131421	4
131423	1
131425	4
131426	4
131427	7
131428	10
131429	85
131430	1
131431	4
131433	1
131434	5
131435	4
131438	4
131439	5
131440	3
131442	19
131444	5
131445	160
131446	1
131447	12
131448	5
131450	12
131454	5
131455	4
131458	6
131459	8
131460	14
131462	20
131463	6
131464	5
131465	1
131466	1
131467	3
131468	3
13147	35
131471	1
131473	3
131474	1
131475	3
131476	10
131477	3
13148	1
131480	10
131482	1
131486	5
1315	1
13150	42
131503	1
131519	1
131524	2
13153	1
131535	1
13154	1
13155	14
13156	72
13157	2
131577	1
131581	2
131582	2
131583	17
131584	11
131586	67
131587	4
131588	3
131589	1
131590	4
131591	139
131593	5
131596	455
131597	7
131599	5
13160	2
131600	8
131601	5
131603	10
131605	1
131606	1
131607	38
131610	4
13165	2
13167	3
13168	1
131684	2
131686	1
13169	9
131693	4
131694	4
131696	1
131697	1
131699	4
13170	9
131703	1
131706	17
131709	2
13171	1
131710	5
131711	5
131713	7
131715	2
131716	3
131717	13
131718	1
131719	1
13172	3
131721	1
131722	2
131724	2
131726	1
131728	8
13173	14
131730	7
131732	2
131734	3
131735	8
131737	1
131738	3
131739	2
13174	12
131740	7
131741	1
131743	4
131744	1
131745	14
131746	5
131748	3
131749	3
131753	6
131754	1
131755	8
131757	1
131758	4
131759	5
131760	2
131761	1
131762	1
131763	2
131765	2
131767	6
131769	10
131771	4
131772	1
131775	8
131776	2
131778	5
131779	2
13178	10
131780	1
131781	2
131782	2
131783	1
131784	1
131785	2
131786	1
131787	1
131789	1
131790	2
13180	2
13181	1
13182	2
13183	2
13184	1
13185	1
13187	1
13188	1616
13189	37
131891	1
131893	25
131894	1
131895	12
131896	3
131897	1
131899	45
13190	1
131900	4
131901	3
131903	1
131904	6
131905	3
131906	1
131907	6
131909	3
131910	1
131911	2
131912	2
131913	1
131914	2
131915	3
131916	3
131917	1
131918	3
131919	1
13192	7
131920	1
131921	19
13193	23
13194	7
13199	1
131993	1
131994	3
131995	4
131996	2
131998	2
131999	2
132	11
13200	2
132000	2
132001	1
132002	1
132003	3
132004	8
132005	4
132006	3
132007	2
132008	1
132009	2
132012	1
132013	1
132014	1
132015	4
132016	2
132018	2
13202	1
132020	1
132021	7
132022	1
132023	2
132027	1
132028	3
132029	16
132030	1
132031	5
132032	2
132033	1
132035	5
132037	4
132038	1
13204	4
132040	9
132043	2
132044	1
132045	21
132046	22
132047	1
132048	2
13205	26
132051	8
132052	3
132053	3
132054	2
132055	2
132056	5
132057	2
132058	1
132059	3
132061	151
132063	1
132064	3
132065	1
132066	1
132068	12
132070	6
132071	12
132075	6
132077	1
132079	1
13208	27
132080	5
132084	28
132087	1
132089	1
13209	2
132090	1
132092	11
132093	3
132094	1
132095	2
132096	7
132097	1
132098	5
132099	1
1321	10
13210	3
132100	3
132102	1
132104	1
132107	5
132108	5
132111	48
132116	218
132117	1
132119	1
132121	1
132122	4
132123	5
132124	3
132126	5
132127	5
13213	119
132132	4
132133	5
132134	1
132135	2
132136	1
132137	29
132138	2
13214	5
132141	1
132142	10
132144	1
132145	8
132146	14
132148	5
13215	7
132150	1
132151	2
132152	2
132158	2
13216	3
132160	3
132161	4
132162	4
132164	2
132165	661
132166	4
132167	16
132168	6
132170	5
132172	1
132175	1
132193	1
132196	17
132197	10
132198	9
132199	346
132201	3
132202	1
132203	199
132204	26
132205	1
132206	4
132208	4
132210	8
132211	1
132215	53
132217	1
132219	1
132220	80
132222	1
132223	1
132225	1
132228	2
132229	2
13223	4
132230	1
132232	1
132233	8
132236	2
132238	2
132239	2
13224	2
132240	9
132241	9
132242	1
132245	11
132246	1
132249	1
13225	2
132250	1
132251	11
132252	6
132253	2
132254	2
132255	6
132256	2
132257	6
132259	5
13226	1
132263	4
132264	13
132265	1
132266	2
132267	7
132268	4
132269	1
13227	2
132270	3
132272	1
132277	1
132278	1
132279	11
132280	29
132281	1
132282	1
132284	1
132296	44
132298	4
132299	2
1323	1
13230	108
132301	3
132303	3
132304	5
132305	1
132306	2
132308	5
132309	4
13231	6
132310	2
132313	2
132316	1
13232	3
132321	8
132322	6
132323	12
132325	25
132326	4
132327	1
132329	2
13233	1
132330	1
132331	1
132334	1
132335	40
132337	3
132338	1
132339	1
132340	2
132341	3
132342	3
132343	3
132344	2
132345	1
132346	2
132347	16
132349	1
132351	4
132354	2
132355	2
132356	1
13236	7
132360	1
132361	2
132364	5
132365	3
13237	55
132370	1
132372	4
132375	1
132376	4
132377	2
132378	1
132379	2
13238	49
132380	1
132382	2
132384	9
132385	2
132387	2
132388	1
132390	5
132391	1
132393	1
132394	5
132395	1
132396	2
132397	2
132398	1
132399	1
13240	1
132400	2
132402	1
132403	1
132404	4
132405	30
132406	1
132407	1
132409	1
132412	1
132415	2
132416	1
132417	6
132418	2
132419	2
13242	4
132422	88
132423	1
132424	1
132425	3
132426	1
13243	8
132430	1
132433	3
132434	2
132435	8
132436	1
132437	1
132438	14
132439	1
13244	2
132440	1
132441	2
132443	1
132444	9
132445	12
132447	7
132448	1
132449	7
13245	1
132450	1
132451	1
132453	56
132454	10
132456	1
13246	4
132462	4
132464	1
132467	1
132468	3
132469	9
13247	8
132471	8
132472	1
132473	1
132474	2
132476	1
132479	2
132482	9
132483	1
132485	1
132486	1
132489	4
13249	11
132491	1
132492	2
132493	1
